DAY,SAMAN,ARPA,SLAJ,YEM,SU
441,2.146415574,1.748931209,0.476981239,7.472706074,1.351446843
442,2.146415574,1.748931209,0.476981239,7.472706074,1.351446843
443,2.265660884,1.846094054,0.503480196,7.887856411,1.426527223
444,2.265660884,1.846094054,0.503480196,7.887856411,1.426527223
445,2.146415574,1.748931209,0.476981239,7.472706074,1.351446843
446,2.146415574,1.748931209,0.476981239,7.472706074,1.351446843
447,2.265660884,1.846094054,0.503480196,7.887856411,1.426527223
448,1.430943716,1.165954139,0.317987492,4.981804049,0.900964562
449,1.583292494,1.244015531,0,5.42843141,1.017830889
450,2.111056659,1.658687375,0,7.237908546,1.357107852
451,2.111056659,1.658687375,0,7.237908546,1.357107852
452,1.888842164,1.484090272,0,6.476030278,1.214255677
453,2.085085506,1.638281469,0,7.148864592,1.340412111
454,2.207737595,1.734650967,0,7.569386039,1.419259882
455,2.330389683,1.831020465,0,7.989907485,1.498107653
456,2.453041772,1.664564059,0,8.673254836,1.576955425
457,2.330389683,1.331651248,0,8.489276703,1.498107653
458,2.453041772,1.051303616,0,9.286515279,1.576955425
